recipe_id,model,category,meal_type,title,ingredients_json,instructions,servings,claimed_energy_kcal,claimed_protein_g,claimed_fat_g,claimed_carbs_g,claimed_saturated_fat_g,claimed_sugar_g,claimed_fiber_g,claimed_salt_g,claimed_calcium_mg,claimed_iron_mg,claimed_magnesium_mg,claimed_phosphorus_mg,claimed_potassium_mg,claimed_zinc_mg,claimed_iodine_ug,claimed_selenium_ug,claimed_vitamin_a_rae_ug,claimed_vitamin_d_ug,claimed_vitamin_e_mg,claimed_vitamin_c_mg,claimed_folate_ug,claimed_vitamin_b12_ug,claimed_vitamin_b1_mg,claimed_vitamin_b2_mg,claimed_vitamin_b3_mg,claimed_vitamin_b6_mg,claimed_fsa_score,claimed_fsa_category,claimed_who_score
grok4_fast_dinner_424,grok4_fast,dinner,Kalbi,Healthy Grilled Flank Steak Kalbi with Brown Rice and Steamed Broccoli,"[""600 g Beef flank steak, lean, trimmed"", ""100 ml Soy sauce, reduced-sodium"", ""50 ml Pear juice, unsweetened"", ""20 g Garlic, fresh, minced"", ""20 g Ginger root, fresh, grated"", ""15 g Sesame oil"", ""15 g Honey"", ""5 g Gochujang paste"", ""300 g Brown rice, dry"", ""500 g Broccoli florets, fresh"", ""15 ml Sesame seeds, toasted"", ""5 g Black pepper, ground""]","In a large bowl, whisk together the soy sauce, pear juice, minced garlic, grated ginger, sesame oil, honey, gochujang paste, and black pepper to make the marinade. Slice the flank steak thinly against the grain into bite-sized pieces, add to the marinade, and toss to coat well. Cover and refrigerate for at least 2 hours, or overnight for best flavor. Cook the brown rice according to package instructions: rinse 300 g rice, add to 600 ml water in a pot, bring to a boil, then simmer covered on low heat for 40-45 minutes until tender and water is absorbed. Preheat a grill pan or outdoor grill to medium-high heat. Remove steak from marinade, letting excess drip off, and grill for 2-3 minutes per side until nicely charred and cooked to medium doneness, about 130°C internal temperature. While steak grills, steam the broccoli florets in a steamer basket over boiling water for 4-5 minutes until bright green and tender-crisp. Divide the cooked rice, grilled kalbi, and steamed broccoli among plates, sprinkle with toasted sesame seeds, and serve immediately while hot.",4,2850,180,85,320,22,28,28,7.2,450,22,520,1900,4200,18,20,160,120,0.5,4.5,220,280,6,1.8,1.2,35,3.2,7,moderate,5
grok4_fast_dinner_425,grok4_fast,dinner,Kalbi,Healthy Grilled Beef Kalbi with Brown Rice and Steamed Broccoli,"[""600 g Beef, flank steak, lean"", ""100 ml Soy sauce, reduced salt"", ""50 ml Sesame oil"", ""30 g Honey"", ""20 g Garlic, fresh"", ""20 g Ginger root, fresh"", ""15 ml Rice vinegar"", ""200 g Brown rice, dry"", ""400 g Broccoli, green, raw"", ""10 g Sesame seeds"", ""5 g Sesame oil""]","First, prepare the marinade by peeling and finely grating the garlic and ginger. In a bowl, whisk together the soy sauce, 50 ml sesame oil, honey, grated garlic, grated ginger, and rice vinegar until well combined. Slice the beef flank steak into thin strips about 0.5 cm thick, add them to the marinade, and toss to coat evenly. Cover and refrigerate for at least 2 hours, preferably overnight for best flavor. When ready to cook, cook the brown rice according to package instructions: rinse 200 g rice, add to 500 ml boiling water, reduce heat to simmer, cover, and cook for 40-45 minutes until tender and water is absorbed, then fluff with a fork. For the kalbi, preheat a grill pan or outdoor grill to medium-high heat. Remove beef from marinade, letting excess drip off, and grill the strips for 2-3 minutes per side until nicely charred and cooked to medium doneness, about 60°C internal temperature. Meanwhile, steam the broccoli: place in a steamer basket over boiling water, cover, and steam for 5-7 minutes until bright green and tender-crisp. Toss the steamed broccoli with 5 g sesame oil and sesame seeds. Serve the grilled kalbi alongside the brown rice and broccoli.",4,2450,152,92,230,22,28,22,6.5,320,18,420,1450,3200,22,25,140,120,1.2,4.5,210,280,4.5,1.2,1.1,32,2.8,6,moderate,5
grok4_fast_dinner_426,grok4_fast,dinner,Lasagna,Healthy Vegetable Lasagna with Spinach and Lean Turkey,"[""200 g Lean ground turkey"", ""300 g Spinach, fresh"", ""400 g Canned crushed tomatoes"", ""200 g Tomato passata"", ""2 cloves Garlic"", ""1 tsp Dried oregano"", ""1 tsp Dried basil"", ""500 g Cottage cheese, low-fat"", ""200 g Mozzarella cheese, low-fat, grated"", ""12 sheets Lasagna noodles, whole wheat, uncooked"", ""1 medium Zucchini (200 g)"", ""1 medium Carrot (100 g)"", ""1 tbsp Olive oil"", ""50 g Onion""]","Preheat your oven to 180°C. Heat 1 tbsp olive oil in a large skillet over medium heat. Add 50 g chopped onion and 2 minced cloves garlic, sauté for 2 minutes until fragrant. Add 200 g lean ground turkey and cook for 5-7 minutes, stirring occasionally, until browned and fully cooked. Stir in 400 g canned crushed tomatoes, 200 g tomato passata, 1 tsp dried oregano, and 1 tsp dried basil. Simmer for 10 minutes on low heat until slightly thickened. Meanwhile, wash and chop 300 g spinach, grate 1 medium zucchini (200 g) and 1 medium carrot (100 g). Add the vegetables to the turkey sauce, season with salt and pepper, and cook for another 5 minutes until softened. In a separate bowl, mix 500 g low-fat cottage cheese with a pinch of black pepper. Spread a thin layer of turkey sauce in the bottom of a 25x35 cm baking dish. Add a layer of 3 lasagna sheets, then spread 1/3 of the cottage cheese mixture over it, followed by 1/3 of the remaining turkey sauce. Repeat layers twice more, ending with sauce on top. Sprinkle 200 g grated low-fat mozzarella evenly over the top. Cover with aluminum foil and bake for 30 minutes. Remove foil and bake for another 15-20 minutes until cheese is golden and bubbling. Let rest for 10 minutes before slicing.",6,2850,210,95,265,35,45,32,6.5,1450,22,320,1900,5200,18,120,145,2500,4,12,95,650,6.5,1.2,2.8,28,2.2,5,healthy,5
grok4_fast_dinner_427,grok4_fast,dinner,Lasagna,Healthy Vegetable Lasagna with Lean Turkey and Spinach,"[""200 g Minced turkey meat, lean"", ""400 g Chopped tomatoes, canned"", ""200 g Tomato passata"", ""2 cloves Garlic"", ""1 pc Onion, raw"", ""200 g Spinach, fresh"", ""250 g Cottage cheese, low-fat"", ""150 g Mozzarella cheese, light"", ""12 sheets Lasagna noodles, whole wheat, dry"", ""1 tbsp Olive oil"", ""1 tsp Dried oregano"", ""1 tsp Dried basil"", ""50 g Carrot, raw"", ""50 g Zucchini""]","Preheat your oven to 180°C. Finely chop the onion, garlic, carrot, and zucchini. Heat 1 tbsp olive oil in a large skillet over medium heat. Add the chopped onion and garlic, sauté for 2-3 minutes until softened and fragrant. Add the minced turkey meat, breaking it up with a spoon, and cook for 5-7 minutes until browned. Stir in the chopped carrot, zucchini, chopped tomatoes, tomato passata, oregano, basil, and a pinch of salt. Simmer the sauce on low heat for 10 minutes, stirring occasionally, until slightly thickened. Blanch the spinach in boiling water for 1 minute, drain, and chop roughly. In a bowl, mix the cottage cheese with the chopped spinach. Spread a thin layer of turkey sauce on the bottom of a 20x30 cm baking dish. Layer 3 lasagna sheets, followed by one-third of the remaining sauce, then one-third of the spinach-cheese mixture. Repeat the layers twice more, finishing with lasagna sheets topped with the remaining sauce. Scatter the grated mozzarella evenly over the top. Cover with foil and bake for 30 minutes. Remove the foil and bake for another 15-20 minutes until the cheese is golden and bubbling. Let the lasagna rest for 10 minutes before slicing to allow it to set.",6,2850,180,85,290,28,45,32,6.5,1200,20,320,1400,4200,15,80,110,2500,2.5,12,90,500,4.5,1.2,2.2,25,2.8,6,moderate,5
grok4_fast_dinner_428,grok4_fast,dinner,Lasagna,Healthy Vegetable Lasagna with Spinach and Lean Turkey,"[""200 g Lasagna sheets, whole wheat"", ""400 g Ground turkey, lean"", ""300 g Spinach, fresh"", ""200 g Tomatoes, chopped, canned"", ""100 g Tomato puree"", ""200 g Cottage cheese, low-fat"", ""150 g Mozzarella cheese, low-fat, grated"", ""1 piece Onion, medium (100 g)"", ""2 cloves Garlic (10 g)"", ""50 g Carrot, grated"", ""1 tbsp Olive oil (15 ml)"", ""1 tsp Dried oregano (2 g)"", ""1 tsp Dried basil (2 g)"", ""200 ml Vegetable broth, low-sodium""]","Preheat your oven to 200°C. Heat 1 tbsp olive oil in a large skillet over medium heat. Add the finely chopped onion and minced garlic, sauté until softened, about 3 minutes. Add the ground turkey and cook until browned, breaking it up with a spoon, about 5 minutes. Stir in the grated carrot, chopped spinach, canned tomatoes, tomato puree, oregano, basil, and vegetable broth. Simmer the sauce for 10 minutes until thickened, season with a pinch of salt if needed. Spread a thin layer of sauce in the bottom of a 25x35 cm baking dish. Layer with 3-4 lasagna sheets, then a layer of sauce, dollops of cottage cheese, and a sprinkle of mozzarella. Repeat the layers ending with sauce and a generous topping of mozzarella. Cover with foil and bake for 30 minutes. Remove the foil and bake for another 15-20 minutes until the top is golden and bubbly. Let the lasagna rest for 10 minutes before slicing to allow it to set.",6,2850,195,95,265,35,45,35,5.5,1200,25,350,1800,4500,18,120,140,2500,4,12,90,650,6,1.2,2.2,30,3.5,6,healthy,5
grok4_fast_dinner_429,grok4_fast,dinner,Lasagna,Healthy Vegetable Lasagna with Spinach and Lean Turkey,"[""300 g Minced turkey meat, lean"", ""400 g Canned tomatoes, chopped"", ""200 g Tomato passata"", ""1 piece Onion, raw, average"", ""2 cloves Garlic, raw"", ""300 g Spinach, fresh"", ""250 g Cottage cheese, low-fat"", ""200 g Lasagna sheets, dry"", ""150 g Mozzarella cheese, light"", ""30 g Parmesan cheese, grated"", ""15 ml Olive oil"", ""5 g Dried oregano"", ""5 g Dried basil"", ""2 g Salt"", ""1 g Black pepper, ground""]","Preheat your oven to 180°C. Heat 15 ml olive oil in a large skillet over medium heat. Chop the onion and mince the garlic, then add them to the skillet and sauté for 3-4 minutes until softened and fragrant. Add the 300 g minced turkey meat, breaking it up with a spoon, and cook for 5-7 minutes until browned and cooked through. Stir in the 400 g chopped canned tomatoes, 200 g tomato passata, 5 g dried oregano, 5 g dried basil, 2 g salt, and 1 g black pepper. Simmer the sauce for 10 minutes, stirring occasionally, until it thickens slightly. In another pan, wilt the 300 g fresh spinach over medium heat for 2-3 minutes until just softened, then drain excess liquid. Mix the 250 g low-fat cottage cheese with a pinch of salt and pepper. Spread a thin layer of turkey sauce in the bottom of a 20x30 cm baking dish. Layer 3-4 lasagna sheets on top, followed by half the spinach, dollops of cottage cheese, and another layer of sauce. Repeat the layers once more, finishing with lasagna sheets, remaining sauce, 150 g shredded light mozzarella, and 30 g grated Parmesan on top. Cover with foil and bake for 30 minutes. Remove the foil and bake for another 15-20 minutes until the cheese is bubbly and golden. Let the lasagna rest for 10 minutes before slicing to allow it to set.",6,2850,198,102,238,38,42,28,7.2,1420,22,420,2100,5200,18,120,145,2400,2.5,12,120,580,4.2,1.1,2.4,32,2.8,6,moderate,4
grok4_fast_dinner_430,grok4_fast,dinner,Lasagna,Vegetable Lasagna with Lean Turkey and Spinach,"[""300 g Minced turkey meat, lean"", ""200 g Whole wheat lasagna sheets, dry"", ""400 g Tomato passata, unsweetened"", ""200 g Onion, raw"", ""2 cloves Garlic, raw"", ""200 g Carrot, raw"", ""200 g Zucchini, raw"", ""300 g Spinach, raw"", ""250 g Cottage cheese, low-fat"", ""200 g Mozzarella cheese, low-fat"", ""50 g Parmesan cheese, grated"", ""15 ml Olive oil"", ""5 g Salt"", ""2 g Black pepper, ground"", ""5 g Dried oregano""]","Preheat your oven to 180°C. Chop the onion, garlic, carrot, and zucchini into small dice. Heat the olive oil in a large skillet over medium heat. Add the onion and garlic, sauté for 3 minutes until softened and fragrant. Add the minced turkey meat, breaking it up with a spoon, and cook for 5-7 minutes until browned. Stir in the chopped carrot, zucchini, tomato passata, oregano, salt, and black pepper. Simmer the sauce for 15 minutes, stirring occasionally, until the vegetables are tender and the sauce thickens slightly. Wilt the spinach in the same skillet for 2 minutes, then drain excess liquid. Spread a thin layer of turkey sauce in the bottom of a 25x35 cm baking dish. Layer with 3-4 lasagna sheets, then cottage cheese, spinach, a layer of sauce, and a sprinkle of mozzarella. Repeat the layers, finishing with sauce on top and all the Parmesan and remaining mozzarella scattered over. Cover with foil and bake for 30 minutes. Remove the foil and bake for another 15-20 minutes until the cheese is golden and bubbling. Let the lasagna rest for 10 minutes before cutting into servings.",6,2850,198,98,238,38,52,42,12,1450,22,320,1800,5200,15,120,85,2500,2.5,12,85,650,4.5,1.2,2.1,28,2.2,7,moderate,5
grok4_fast_dinner_431,grok4_fast,dinner,Lettuce Wraps,Healthy Teriyaki Chicken Lettuce Wraps with Quinoa,"[""300 g Chicken breast fillet, skinless"", ""100 g Quinoa, dry"", ""1 head Romaine lettuce, about 8 large leaves"", ""150 g Carrot, grated"", ""100 g Cucumber, sliced"", ""50 g Spring onions, chopped"", ""1 tbsp Sesame oil"", ""2 tbsp Soy sauce, low-sodium"", ""1 tbsp Fresh ginger, grated"", ""2 cloves Garlic, minced"", ""1 tbsp Lime juice"", ""20 g Sesame seeds""]","Rinse the quinoa under cold water, then cook it in 250 ml of water in a saucepan over medium heat. Bring to a boil, reduce to a simmer, cover, and cook for 15 minutes until the water is absorbed and quinoa is fluffy. Set aside. Cut the chicken breast into small bite-sized pieces. Heat 1 tbsp sesame oil in a large non-stick skillet over medium-high heat until shimmering. Add the minced garlic and grated ginger, stir for 30 seconds until fragrant. Add the chicken pieces, stirring frequently, and cook for 6-8 minutes until the chicken is browned on all sides and cooked through with no pink inside. Reduce heat to low, stir in 2 tbsp low-sodium soy sauce and 1 tbsp lime juice, cook for 1 minute to coat. Remove from heat and mix in the cooked quinoa, grated carrot, sliced cucumber, and chopped spring onions. Separate 8 large leaves from the romaine lettuce head, pat dry, and arrange them on a platter. Spoon the chicken-quinoa mixture evenly into each lettuce leaf. Sprinkle sesame seeds on top. Serve immediately while warm.",4,1420,118,36,124,6,15,20,4.5,320,12,320,1100,2800,6.5,20,85,2400,0.5,4.5,45,320,0.8,0.9,0.7,35,2.2,6,healthy,6
grok4_fast_dinner_432,grok4_fast,dinner,Lettuce Wraps,Teriyaki Chicken Lettuce Wraps with Veggies,"[""400 g Chicken breast fillet, raw"", ""1 tbsp Vegetable oil"", ""100 g Onion, raw"", ""100 g Carrot, raw"", ""150 g Bell pepper, red, raw"", ""200 g Iceberg lettuce, raw"", ""30 g Soy sauce, reduced salt"", ""15 g Honey"", ""10 g Ginger root, raw"", ""1 clove Garlic, raw"", ""20 g Rice vinegar"", ""1 tsp Sesame seeds""]","Chop the chicken breast into small bite-sized pieces. Heat 1 tablespoon of vegetable oil in a large non-stick skillet over medium-high heat. Add the chicken pieces and cook for 6-8 minutes, stirring occasionally, until browned and cooked through with no pink inside; the internal temperature should reach 75°C. While the chicken cooks, finely chop the onion, grate the carrot, and dice the bell pepper. Mince the garlic and ginger. Remove the chicken from the skillet and set aside. In the same skillet, add the onion, carrot, bell pepper, garlic, and ginger; sauté over medium heat for 4-5 minutes until softened and fragrant. Return the chicken to the skillet, then stir in the soy sauce, honey, and rice vinegar. Cook for another 2-3 minutes, stirring to coat everything evenly, until the sauce thickens slightly and glazes the filling. Remove from heat. Separate the lettuce leaves, pat them dry, and spoon 2-3 tablespoons of the chicken mixture into each leaf. Sprinkle with sesame seeds and serve immediately while warm.",4,920,95,22,72,4,45,10,4.2,220,6.5,170,850,2200,4.5,20,65,1200,0.2,3.5,160,180,0.8,0.4,0.6,35,2.2,6,healthy,5
grok4_fast_dinner_433,grok4_fast,dinner,Lettuce Wraps,Asian-Inspired Turkey Lettuce Wraps with Ginger and Vegetables,"[""400 g Turkey mince, lean"", ""200 g Carrot, raw, grated"", ""150 g Red bell pepper, raw, diced"", ""100 g Water chestnuts, canned, drained"", ""4 g Ginger root, raw, grated"", ""15 g Soy sauce, reduced salt"", ""2 g Sesame oil"", ""15 ml Lime juice, raw"", ""12 leaves Iceberg lettuce, raw"", ""20 g Spring onions, raw, chopped"", ""5 g Coriander leaves, raw, chopped""]","Heat a non-stick frying pan over medium-high heat and add the turkey mince. Cook for 6-8 minutes, stirring occasionally, until browned and cooked through, breaking it up with a spoon. Add the grated carrot, diced red bell pepper, water chestnuts, and grated ginger to the pan. Stir-fry for 4-5 minutes until the vegetables soften slightly. Stir in the soy sauce, sesame oil, and lime juice, cooking for another 2 minutes to combine the flavours. Remove from heat and mix in the chopped spring onions and coriander. Separate the iceberg lettuce leaves and spoon 2-3 tablespoons of the turkey mixture into each leaf. Serve immediately, allowing diners to wrap and eat them taco-style.",4,680,72,22,42,5,20,12,2.5,220,6.5,160,720,2100,7,20,65,2000,0.5,4,160,180,2.5,0.4,0.6,18,1.8,4,healthy,6
grok4_fast_dinner_434,grok4_fast,dinner,Lettuce Wraps,Healthy Teriyaki Chicken Lettuce Wraps with Quinoa and Vegetables,"[""500 g Chicken breast fillet, skinless"", ""150 g Quinoa, dry"", ""12 leaves Iceberg lettuce, large"", ""200 g Carrots, raw"", ""150 g Red bell pepper"", ""100 g Cucumber"", ""50 g Spring onions"", ""30 ml Soy sauce, reduced salt"", ""20 ml Rice vinegar"", ""15 ml Sesame oil"", ""10 g Fresh ginger, grated"", ""2 cloves Garlic, fresh"", ""15 g Honey"", ""20 g Sesame seeds""]","Rinse the quinoa under cold water, then place it in a saucepan with 300 ml water. Bring to a boil over high heat, then reduce to a simmer, cover, and cook for 15 minutes until the water is absorbed and quinoa is fluffy. Set aside. Meanwhile, heat 10 ml sesame oil in a large non-stick skillet over medium-high heat. Add the diced chicken breast, minced garlic, and grated ginger, and stir-fry for 6-8 minutes until the chicken is browned and cooked through with no pink inside. Stir in the soy sauce, rice vinegar, and honey, cooking for another 2 minutes until slightly thickened. Remove from heat and mix in the cooked quinoa, shredded carrots, diced red bell pepper, sliced cucumber, and chopped spring onions. Spoon the warm chicken-quinoa mixture evenly into the lettuce leaves, sprinkle with sesame seeds, and serve immediately.",4,1450,120,35,140,6,25,20,4.5,350,12,320,1100,2800,8,20,90,2500,0.5,5,160,280,1.2,0.8,0.7,35,2.5,6,healthy,6
grok4_fast_dinner_435,grok4_fast,dinner,Lettuce Wraps,Healthy Teriyaki Chicken Lettuce Wraps with Vegetables,"[""600 g Chicken breast fillet, skinless, raw"", ""200 g Carrots, raw"", ""150 g Red bell pepper, raw"", ""100 g Spring onions, raw"", ""200 g Romaine lettuce, raw"", ""30 ml Soy sauce, reduced salt"", ""15 ml Sesame oil"", ""20 g Fresh ginger, raw"", ""2 cloves Garlic, raw"", ""15 g Honey"", ""10 g Cornstarch"", ""100 ml Water""]","Peel and finely grate the carrots, slice the red bell pepper into thin strips, and chop the spring onions. Separate the romaine lettuce leaves, rinse them under cold water, and pat dry with paper towels. Cut the chicken breast into small bite-sized pieces. Mince the garlic and grate the fresh ginger. In a small bowl, whisk together the soy sauce, sesame oil, honey, cornstarch, water, garlic, and ginger to make the teriyaki sauce. Heat a large non-stick wok or skillet over medium-high heat, add the sesame oil if needed for extra non-stick, and stir-fry the chicken pieces for 5-7 minutes until they are cooked through and golden brown, with no pink remaining inside. Add the grated carrots, sliced bell pepper, and most of the chopped spring onions to the pan, stir-fry for another 3-4 minutes until the vegetables are tender-crisp. Pour in the teriyaki sauce, stir well to coat everything evenly, and cook for 1-2 minutes until the sauce thickens and glazes the mixture. Remove from heat. Spoon 2-3 tablespoons of the chicken and vegetable filling into each lettuce leaf. Garnish with the remaining spring onions. Serve immediately as warm wraps.",4,1050,130,22,65,4.5,35,12,5.2,320,8.5,250,1050,2800,6.5,20,105,3500,0.3,4.5,180,280,1.5,0.6,0.8,35,2.2,5,healthy,6
grok4_fast_dinner_436,grok4_fast,dinner,Linguine,"Linguine with Grilled Shrimp, Spinach, and Cherry Tomatoes","[""300 g Linguine, dry"", ""250 g Shrimp, raw, peeled"", ""200 g Cherry tomatoes, halved"", ""150 g Spinach, fresh"", ""2 cloves Garlic, fresh"", ""15 ml Olive oil"", ""15 g Parmesan cheese, grated"", ""5 g Basil, fresh, chopped"", ""1 g Salt"", ""0.5 g Black pepper, ground""]","Bring a large pot of salted water to a boil over high heat. Add the linguine and cook according to package instructions until al dente, about 9-10 minutes, then drain, reserving 100 ml of the pasta water. Meanwhile, heat a grill pan over medium-high heat. Toss the shrimp with 5 ml olive oil, half the salt, and half the pepper. Grill the shrimp for 2-3 minutes per side until pink and opaque, then set aside. In the same pan, add the remaining 10 ml olive oil over medium heat. Mince the garlic and sauté for 1 minute until fragrant. Add the cherry tomatoes and cook for 3 minutes until they start to soften and release juices. Stir in the spinach and cook for 2 minutes until wilted. Return the shrimp to the pan, add the drained linguine, reserved pasta water, basil, remaining salt, and pepper. Toss everything together over low heat for 1-2 minutes until well combined and heated through. Serve immediately topped with grated Parmesan cheese.",4,1450,92,32,184,6,8,12,3.2,450,12,220,950,1800,6.5,120,140,800,2.5,6,45,320,3.5,0.8,0.6,15,1.2,5,healthy,6
grok4_fast_dinner_437,grok4_fast,dinner,Linguine,"Linguine with Shrimp, Spinach, and Lemon Garlic Sauce","[""300 g Linguine, dry"", ""200 g Shrimp, raw, peeled"", ""150 g Spinach, fresh"", ""1 tbsp Olive oil"", ""2 cloves Garlic, fresh"", ""1 piece Lemon, juice and zest"", ""50 ml White wine, dry"", ""30 g Parmesan cheese, grated"", ""0.5 tsp Salt"", ""0.25 tsp Black pepper, ground""]","Bring a large pot of salted water to a boil over high heat. Add the linguine and cook according to package instructions until al dente, about 9-10 minutes, then drain, reserving 100 ml of the pasta water. Meanwhile, heat the olive oil in a large skillet over medium heat. Mince the garlic and add it to the skillet, sautéing for 1 minute until fragrant but not browned. Add the shrimp to the skillet in a single layer, season with half the salt and pepper, and cook for 2 minutes per side until pink and opaque, then remove to a plate. Pour the white wine into the skillet and let it reduce by half, about 2 minutes, scraping up any browned bits. Stir in the spinach and cook for 1-2 minutes until wilted. Return the shrimp to the skillet, add the lemon juice and zest, and toss to combine. Add the cooked linguine to the skillet along with the reserved pasta water, tossing everything together over low heat for 1 minute to coat the pasta. Remove from heat, sprinkle with grated Parmesan, remaining salt and pepper, and serve immediately.",4,1450,92,32,184,8,4,11,3.5,450,8,220,950,1400,5,80,120,600,2,5,45,300,3,0.8,0.6,12,0.8,5,healthy,6
grok4_fast_dinner_438,grok4_fast,dinner,Linguine,"Linguine with Grilled Shrimp, Spinach, and Lemon Garlic Sauce","[""300 g Linguine, dry"", ""400 g Shrimp, raw, peeled and deveined"", ""200 g Spinach, fresh"", ""2 cloves Garlic, fresh"", ""1 tbsp Olive oil"", ""1 dl White wine, dry"", ""1 piece Lemon, juice and zest"", ""15 g Parmesan cheese, grated"", ""5 g Salt"", ""2 g Black pepper, ground""]","Bring a large pot of salted water to a rolling boil over high heat. Add the linguine and cook according to package instructions until al dente, about 8-10 minutes, then drain and set aside, reserving 1 dl of pasta water. Meanwhile, heat a grill pan or skillet over medium-high heat and toss the shrimp with 1 tsp olive oil, half the salt, and half the pepper. Grill the shrimp for 2-3 minutes per side until pink and opaque, then remove and set aside. In the same pan, reduce heat to medium, add the remaining olive oil and minced garlic, sauté for 1 minute until fragrant but not browned. Pour in the white wine and lemon juice, scraping up any bits from the pan, and simmer for 3 minutes to reduce slightly. Stir in the spinach and cook for 2 minutes until wilted. Add the cooked linguine, grilled shrimp, lemon zest, reserved pasta water, and remaining salt and pepper to the pan. Toss everything together over low heat for 1-2 minutes until well coated and heated through. Divide into bowls, sprinkle with grated Parmesan cheese, and serve immediately.",4,1850,145,28,240,6,8,12,4.5,450,12,220,1200,2100,8,120,180,800,2.5,6,45,320,4,1.2,0.8,18,1.5,6,healthy,5
grok4_fast_dinner_439,grok4_fast,dinner,Linguine,"Linguine with Grilled Shrimp, Cherry Tomatoes and Spinach","[""300 g Linguine, dry"", ""300 g Shrimp, raw, peeled"", ""200 g Cherry tomatoes, halved"", ""150 g Spinach, fresh"", ""2 cloves Garlic, chopped"", ""15 ml Olive oil"", ""30 g Parmesan cheese, grated"", ""15 ml Lemon juice"", ""5 g Salt"", ""2 g Black pepper, ground""]","Bring a large pot of salted water to a rolling boil over high heat. Add the linguine and cook according to package instructions until al dente, about 9-10 minutes, then drain well, reserving 100 ml of the pasta water. While the pasta cooks, heat the olive oil in a large non-stick skillet over medium-high heat. Add the chopped garlic and sauté for 30 seconds until fragrant, being careful not to brown it. Add the shrimp in a single layer, season with 3 g salt and 1 g pepper, and cook for 2-3 minutes per side until pink and opaque, then remove to a plate. In the same skillet, add the halved cherry tomatoes and cook for 3 minutes until they start to soften and release juices. Stir in the fresh spinach and cook for 1-2 minutes until wilted. Return the shrimp to the skillet, add the lemon juice, cooked linguine, reserved pasta water, and toss everything together over low heat for 1 minute to combine. Remove from heat, sprinkle with grated Parmesan, remaining salt and pepper, and serve immediately.",4,1850,120,45,240,10,12,15,6,550,12,250,1200,2200,8,120,180,800,2,8,60,400,4,1.2,0.8,20,1.5,6,healthy,6
grok4_fast_dinner_440,grok4_fast,dinner,Linguine,"Linguine with Grilled Shrimp, Cherry Tomatoes and Spinach","[""300 g Linguine, dry"", ""300 g Shrimp, raw, peeled"", ""200 g Cherry tomatoes, halved"", ""150 g Spinach, fresh"", ""2 cloves Garlic, chopped"", ""1 tbsp Olive oil"", ""1 tbsp Lemon juice"", ""0.5 tsp Salt"", ""0.25 tsp Black pepper, ground"", ""20 g Parmesan cheese, grated""]","Bring a large pot of salted water to a rolling boil over high heat. Add the linguine and cook according to package instructions until al dente, about 10-12 minutes, then drain and set aside, reserving 100 ml of pasta water. Meanwhile, heat the olive oil in a large skillet over medium-high heat. Add the chopped garlic and sauté for 1 minute until fragrant but not browned. Add the shrimp in a single layer and cook for 2-3 minutes per side until pink and opaque, seasoning with salt and black pepper. Stir in the halved cherry tomatoes and cook for 3 minutes until they start to soften and release juices. Add the fresh spinach and lemon juice, tossing until the spinach wilts, about 1-2 minutes. Add the cooked linguine to the skillet along with the reserved pasta water, tossing everything together over medium heat for 1 minute to combine flavors. Remove from heat, sprinkle with grated Parmesan cheese, and serve immediately.",4,1650,112,32,209,7,12,14,3.2,450,12,280,1200,2100,8,120,180,800,2.5,8,65,450,4,0.8,0.6,18,1.2,6,healthy,6
grok4_fast_dinner_441,grok4_fast,dinner,Macaroni and Cheese,Healthy Baked Macaroni and Cheese with Butternut Squash and Broccoli,"[""300 g Pasta, macaroni, dry"", ""400 g Butternut squash, peeled and cubed"", ""200 g Broccoli florets, fresh"", ""500 ml Milk, semi-skimmed"", ""100 g Cheese, cheddar, reduced fat"", ""50 g Cheese, parmesan, grated"", ""40 g Flour, wheat"", ""20 g Butter, unsalted"", ""2 cloves Garlic, fresh"", ""1 tsp Mustard, dijon"", ""50 g Breadcrumbs, wholemeal"", ""1 tbsp Olive oil""]","Preheat your oven to 200°C (180°C fan). Bring a large pot of salted water to a boil and cook the macaroni according to package instructions until al dente, about 8-10 minutes. In the last 3 minutes of cooking, add the broccoli florets to the pot. Drain the pasta and broccoli, reserving 100 ml of the cooking water, and set aside. Meanwhile, steam the butternut squash cubes in a steamer or microwave until very soft, about 10 minutes, then blend with 100 ml of the reserved pasta water until smooth. In a large saucepan over medium heat, melt the butter, add minced garlic and cook for 1 minute until fragrant. Stir in the flour and cook for 1-2 minutes to form a roux. Gradually whisk in the milk, stirring constantly until the sauce thickens, about 5 minutes. Stir in the mustard, reduced-fat cheddar, and parmesan until melted and smooth. Fold in the butternut squash puree. Combine the sauce with the drained pasta and broccoli, then transfer to a baking dish. Mix breadcrumbs with olive oil and sprinkle over the top. Bake for 15-20 minutes until golden and bubbling. Let it rest for 5 minutes before serving.",6,2850,118,82,388,38,38,28,5.2,2100,12.5,320,1500,3200,12,80,120,2500,4.5,6,180,450,3.5,1.8,2.2,15,1.5,6,moderate,5
